24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Card Name,Short Name,Types,Attack Type,Damage Type,Damage,Minimum Range,Range,Move Points,Duration,Trigger,Keep,Trigger Effect,Trigger 2,Keep 2,Trigger Effect 2,Text,Flavor Text,Play Text,Trigger Text,Trigger Attempt Text,Trigger Succeed Text,Trigger Fail Text,Trigger Text 2,Trigger Attempt Text 2,Trigger Succeed Text 2,Trigger Fail Text 2,Component1,Params1,Component2,Params2,Component3,Params3,Component4,Params4,Component5,Params5,Params,Plus Minus,Quality,Quality Warrior,Quality Priest,Quality Wizard,Quality Dwarf,Quality Elf,Quality Human,Rarity,Function Tags,Attachment Image,Status,Audio Key,Audio Key 2,Set,Level,Slots,Art,,,,,,,,
57,Greater Heal,,Assist,Magic,Holy,,,8,,,,,,,,,<u>Heal 8</u>.,"Seals wounds, heals burns, cleans rusty armor and makes problem hair a thing of the past!",<aia> *heals* <ata> ,,,,,,,,,TargetActorComponent,,HealComponent,healAmount=8,,,,,,,,,A,B,A,A,,,,Common,Helpful,,Implemented,HOLY,,0,1,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
58,Greater Holy Insight,Gr. H. Insight,Assist,,,,,,,3,,,,,,,Attach this card to yourself. At the start of each round discard one card then draw two cards. Duration 3.,,<aia> becomes *blessedly insightful*,,,,,,,,,AttachToSelfComponent,,AttachedDiscardComponent,discardNumber=1,AttachedDrawComponent,triggerID=1;drawNumber=2,,,,,,,AA,AA,AA,AA,,,,Rare,,,Implemented,GOOD_TRAIT,,0,15,Divine Skill,Done,,,,,,,,
59,Greater Spell Skill,Gr. Spell Skill,Assist,,,,,,,,,,,,,,Draw a card. Discard that card unless it is a Magic card. Repeat until you have drawn 3 Magic cards or discarded 10 cards.,,<aia> goes *searching for magic cards*,,,,,,,,,SelfTargetComponent,,DrawCardTypeEffectComponent,attackType=Magic;count=3;limit=10;reshuffle,,,,,,,,,AAA,A,AA,AAA,,,,Common,,,Implemented,GOOD_TRAIT,,0,33,"Arcane Item,Divine Skill",done,,,,,,,,
60,Heal,,Assist,Magic,Holy,,,8,,,,,,,,,<u>Heal 5</u>.,"Joleph the Magnanimous is a powerful deity said to be the source of pure healing light, which Priests can channel through prayer.",<aia> *heals* <ata_or_herselfhimself> ,,,,,,,,,TargetActorComponent,,HealComponent,healAmount=5,,,,,,,,,B,B,B,B,,,,Common,Helpful,,Implemented,HOLY,,0,1,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
61,Healing Blessing,Healing Bless.,Assist,Magic,Holy,,,6,,3,,,,,,,"Attach to target. At the start of each round, <u>Heal 3</u>. Duration 3.","""Physician, heal thyself. Or others, it makes no difference to me."" -Cardinal Axamander III",<aia> bestows a *healing blessing* upon <ata>,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,AttachedHealComponent,healAmount=3,,,,,,,B,B,B,B,,,,Uncommon,Helpful,,Implemented,HOLY,,0,2,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
62,Healing Presence,Healing Pres.,Assist,Magic,Holy,,,6,,3,,,,,,,"Attach to target. At the start of each round, <u>Heal 2</u> to all adjacent allies. Duration 3.","Let the light pour from you, let us all bathe in its glory.",<aia> *heals* everyone around,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,AttachedPresenceComponent,healAmount=2;range=1;alliesOnly,,,,,,,C,C,C,C,,,,Common,Helpful,,Implemented,HOLY,,0,3,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",done,,,,,,,,
63,Healing Rays,,Assist,Magic,Holy,,,8,,,,,,,,,<u>Heal 6</u> to two targets.,Call down the light as your foes doth call down the thunder.,<aia> calls down *healing rays* on two allies,,,,,,,,,TargetActorComponent,numberTargets=2,HealComponent,healAmount=6,,,,,,,,,AA,A,AA,AA,,,,Common,Helpful,,Implemented,HOLY,,0,6,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
64,Healing Spores,Heal Spores,Assist,Magic,Holy,,,,,,,,,,,,<u>Heal 3</u> all Fungi.,,<aia> releases *healing spores* that regenrate fungus!,,,,,,,,,EveryActorComponent,race=Fungus;alliesFirst,HealComponent,healAmount=3,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,HOLY,,0,,,HOLD,,,,,,,,
65,Holy Insight,,Assist,,,,,,,3,,,,,,,Attach this card to yourself. At the start of each round discard one card then draw one card. Duration 3.,,<aia> becomes *blessedly insightful*,,,,,,,,,AttachToSelfComponent,,AttachedDiscardComponent,discardNumber=1,AttachedDrawComponent,triggerID=1;drawNumber=1,,,,,,,B,B,B,B,,,,Uncommon,,,Implemented,HOLY,,0,15,Divine Skill,Done,,,,,,,,
66,Impenetrable Nimbus,Impen. Nimb.,Assist,Magic,Holy,,,5,,1,,,,,,,Attach to target. That character cannot take damage. Duration 1.,Let the strength of your faith be the armor of your body.,<aia> makes someone temporarily *invulnerable*,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,TriggeredArmorComponent,invulnerable;attachedOnly,,,,,,,B,B,B,B,,,,Uncommon,Helpful,,Implemented,HOLY,,0,17,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
67,Inspiration,,Assist,Magic,Holy,,,6,,,,,,,,,Target character draws a card.,"""Stand firm; for well you know that hardship and danger are the price of glory!"" -Alexander the Great",<aia> *inspires* <ata>,,,,,,,,,TargetActorComponent,,DrawComponent,drawNumber=1,,,,,,,,-,B,B,B,B,,,,Common,Helpful,,Implemented,HOLY,,0,6,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
68,Inspirational Thinking,Insp. Think.,Assist,,,,,,,,,,,,,,Draw three cards. Discard one and keep the others.,Simply witnessing the incredible devotion of a Jolephian Adept is enough to spur one on to greater deeds.,<aia> is *inspired!*,,,,,,,,,SelfDrawDiscardComponent,drawNumber=3;discardNumber=1,,,,,,,,,,,AA,AA,AA,AA,,,,Common,,,Implemented,GOOD_TRAIT,,0,15,Human Skill,Done,,,,,,,,
69,Inspiring Presence,Insp. Presence,Assist,Magic,Holy,,,,,,,,,,,,"Every character within 3 squares of you, including yourself: <u>Heal 5</u> and draw a card. Discard each such card drawn unless it is an Attack card. <u>Unblockable</u>.",,<aia> is truly *inspiring*,,,,,,,,,EveryActorComponent,within=3;alliesFirst,DrawCardTypeEffectComponent,cardType=Attack;limit=1;reshuffle,HealComponent,healAmount=5,,,,,unblockable,-,A,A,A,A,,,,Rare,,,Implemented,HOLY,,0,6,"Divine Item,Divine Weapon",Done,,,,,,,,
70,Lateral Thinking,Lat. Thinking,Assist,,,,,,,,,,,,,,Discard all Handicaps attached to you. Draw a card.,"""That's using the old noodle.""   -Cardhuntrian Proverb, origin unclear",<aia> *thinks outside the box*,,,,,,,,,SelfDestroyAttachmentsComponent,handicap,SelfDrawComponent,drawNumber=1,,,,,,,,,B,B,B,B,,,,Rare,,,Implemented,GOOD_TRAIT,,0,6,Human Skill,done,,,,,,,,
71,Leadership,,Assist,,,,,,,,,,,,,,All other allies may discard up to two cards and then draw the same number. <u>Free Draw</u>.,,<aia> provides *leadership* to <aia_herhis> allies,,,,,,,,,AlliesComponent,,DiscardThenDrawComponent,maxDiscards=2;freeDraw,,,,,,,,,A,A,A,A,,,,Uncommon,,,Implemented,HORN,,0,6,Human Skill,Done,,,,,,,,
72,Lesser Spell Skill,Less. Spell Skill,Assist,,,,,,,,,,,,,,Draw a card. Discard that card unless it is a Magic card. Repeat until you have drawn 1 Magic card or discarded 4 cards.,,<aia> goes *searching for magic cards*,,,,,,,,,SelfTargetComponent,,DrawCardTypeEffectComponent,attackType=Magic;count=1;limit=4;reshuffle,,,,,,,,,A,D,B,A,,,,Common,,,Implemented,GOOD_TRAIT,,0,22,"Arcane Skill,Divine Skill",Done,,,,,,,,
73,Martyr Blessing,Martyr Bless.,Assist,Magic,Holy,,,6,,2,,,,,,,"Whenever target takes damage from an enemy card, target character draws a card. You may not target yourself with this card. Duration 2.",,<aia> bestows a *martyr's blessing* upon <ata>,,,,,,,,,TargetActorComponent,disallowInstigatorTarget,AttachToTargetComponent,,AttachedDrawOnDamagedComponent,attached;enemyControlledCard;drawNumber=1,,,,,,,B,C,B,B,,,,Uncommon,Helpful,,Implemented,HOLY,,0,17,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
74,Mass Frenzy,,Assist,Magic,Holy,,,,,2,,,,,,,"Every ally (including you) gains <u>Frenzy 2</u>, Duration 2.",,<aia> sends <aia_herselfhimself> and allies into a *frenzy!*,,,,,,,,,AlliesComponent,includeInstigator=true,AttachToTargetComponent,,DamageAddComponent,attackType=Melee;add=2;attachedOnly,DamageAddComponent,"attackTypes=Magic,Projectile;add=1;attachedOnly",,,,,B,A,B,B,,,,Rare,,,Implemented,HOLY,,0,1,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
76,Minor Heal,,Assist,Magic,Holy,,,6,,,,,,,,,<u>Heal 2</u>.,Behind every great Warrior is an average or better Healer.,<aia> *heals* <ata_or_herselfhimself> ,,,,,,,,,TargetActorComponent,,HealComponent,healAmount=2,,,,,,,,,D,D,D,D,,,,Common,Helpful,,Implemented,HOLY,,0,1,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
77,Pact of Healing,Pact Healing,Assist,Magic,Unholy,,,5,,,,,,,,,Target Heals 10 and discards 2 random cards.,,<aia> *heals* <ata> in a unholy pact.,,,,,,,,,TargetActorComponent,,HealComponent,healAmount=10,,,,,,,,,AA,AA,AA,AA,,,,Rare,Helpful,,,UNHOLY,,0,22,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
78,Pathfinding,,Assist,,,,,,,,,,,,,,Discard all Encumber cards attached to you then draw a card. Discard that card unless it is a Move card. Repeat until you have drawn two Move cards or your deck is empty.,,<aia>  goes *searching for movement cards*,,,,,,,,,SelfTargetComponent,,SelfDestroyAttachmentsComponent,encumber,DrawCardTypeEffectComponent,cardType=Move;count=2,,,,,,,A,A,A,A,,,,Uncommon,,,Implemented,GOOD_TRAIT,,0,9,Elf Skill,Done,,,,,,,,
79,Raise the Alarm,Raise Alarm,Assist,,,,,,,,,,,,,,All other allied groups draw a card.,"""To arms! To arms! The enemy is among us!"" -Stafford family motto",<aia> *calls for help*!,,,,,,,,,GroupComponent,excludeOwnGroup=true;includeAllies=true,DrawComponent,drawNumber=1,,,,,,,,,B,,,,,,,Common,Helpful,,Implemented,HORN,,0,6,"Human Skill,Helmet",done,,,,,,,,
80,Regeneration,,Assist,,,,,,,,,,,,,,<u>Heal 4</u>. Self-target only.,,<aia> *regenerates!*,,,,,,,,,SelfTargetComponent,,HealComponent,healAmount=4,,,,,,,,,D,,,,,,,Common,,,Implemented,HOLY,,0,,,HOLD,,,,,,,,
81,Resurrection,,Assist,Magic,Holy,,,,,,,,,,,,Discard your 4 oldest cards. Restore a random dead Ally to life. That character has 5 Health. Place that character randomly on the board. You must have 5 or more cards to play this. ,,<aia> brings a fallen comrade *back to life!*,,,,,,,,,DiscardWhenPlayedComponent,discardNumber=4,ResurrectComponent,initialHealth=5,,,,,,,,,C,C,C,C,,,,Rare,,,Implemented,HOLY,,0,33,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
82,Righteous Frenzy,Right. Frenzy,Assist,Magic,Holy,,,6,,1,,,,,,,<u>Frenzy 2</u>. Duration 1.,Their faith robbed them of both fear and sense in equal measure.,<aia> sends <ata> into a *frenzy!*,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,DamageAddComponent,attackType=Melee;add=2;attachedOnly,DamageAddComponent,"attackTypes=Magic,Projectile;add=1;attachedOnly",,,,,D,D,D,D,,,,Common,Helpful,,Implemented,HOLY_FRENZY,,0,1,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
83,Shrug it Off,,Assist,,,,,,,,,,,,,,Discard all enemy controlled cards attached to you. You may play this card while Stunned. <u>Cantrip</u>.,,<aia> *shrugs it off.*,,,,,,,,,SelfDestroyAttachmentsComponent,enemyAttachments,,,,,,,,,ignoreStun;cantrip,,C,C,C,C,,,,Rare,,,Implemented,HOLY,,0,6,Dwarf Skill,Done,,,,,,,,
84,Soothing Darkness,Sooth. Dark,Assist,Magic,Unholy,,,6,,3,,,,,,,"Attach to target. <u>Encumber 1</u>. At the start of each round, <u>Heal 5</u>. Duration 3.",,<aia> *soothes* <ata>,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,EncumberComponent,encumber=1;attachedOnly,AttachedHealComponent,healAmount=5,,,,,A,A,A,A,,,,Rare,Helpful,,Implemented,UNHOLY,,0,12,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
85,Spell Skill,,Assist,,,,,,,,,,,,,,Draw a card. Discard that card unless it is a Magic card. Repeat until you have drawn 2 Magic cards or discarded 5 cards.,,<aia> goes *searching for magic cards*,,,,,,,,,SelfTargetComponent,,DrawCardTypeEffectComponent,attackType=Magic;count=2;limit=5;reshuffle,,,,,,,,,AA,D,A,AA,,,,Common,,,Implemented,GOOD_TRAIT,,0,22,"Arcane Skill,Divine Skill",Done,,,,,,,,
86,Super Team Heal,S. Team Heal,Assist,Magic,Holy,,,,,,,,,,,,<u>Heal 8</u> to yourself and each ally.,"""Take joy! We're a quarter mile underground and facing hordes of undead. Could anything be more exciting than this?""  -Nianne of Burntree Vale",,,,,,,,,,AlliesComponent,includeInstigator=true,HealComponent,healAmount=8,,,,,,,,,AAA,AA,AAA,AAA,,,,Common,Helpful,,Implemented,HOLY,,0,18,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
87,Team Heal,,Assist,Magic,Holy,,,,,,,,,,,,<u>Heal 3</u> to yourself and each ally.,"""Peace be upon you, and you and me. But not them."" -Sister Verity Cornwall",<aia> *heals* <aia_herhis> party. ,,,,,,,,,AlliesComponent,includeInstigator=true,HealComponent,healAmount=3,,,,,,,,,B,B,B,B,,,,Rare,Helpful,,Implemented,HOLY,,0,17,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
88,Accelerated Thought,Accel. Thought,"Assist,Attack",Magic,Unholy,2,,6,,3,,,,,,,"Attach to target. At the start of each round, target draws a card. Duration 3.","""Think fast! I said FAST!""",<aia> *accelerates* <ata>'s thought processes.,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,AttachedDrawComponent,drawNumber=1,,,,,,,A,A,A,A,,,,Common,Helpful,,Implemented,UNHOLY,,0,15,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
89,Curse of Fragility,Fragile Curse,Attack,Magic,Unholy,,,6,,1,,,,,,,"Attach to target. When target takes damage, add 2 to that damage. Duration 1.","""Break a leg."" -Feckle the Scabrous",<aia> *curses* <ata> with fragility.,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,TriggeredExtraDamageComponent,attachedOnly;damageAdd=2,,,,,,,D,D,D,D,,,,Uncommon,,,Implemented,UNHOLY,,0,3,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
90,Mind Worm,,Attack,Magic,Unholy,,,8,,3,,,,,,,Attach to target. Target retains one less card at end of each Round. Duration 3.,,,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,ModifyCardRetentionComponent,modify=-1,,,,,,,C,C,C,C,,,,Rare,Harmful,,Implemented,UNHOLY,,0,15,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
91,Misguided Heal,Misguid. Heal,"Assist,Attack",Magic,Holy,2,,8,,,,,,,,,<u>Heal 4</u>. (Healing is applied after damage.),,<aia> *painfully heals* <ata>.,,,,,,,,,TargetedDamageComponent,,HealComponent,healAmount=4,,,,,,,,,D,D,D,D,,,,Uncommon,,,Implemented,HOLY,,0,1,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
92,Savage Curse,,"Assist,Attack",Magic,Unholy,,,4,,3,,,,,,,Attach to target. Target adds 4 damage to any damaging Attacks they play. Each time target plays an Attack they discard their oldest card. Duration 3.,,<aia> *savagely curses* <ata>,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,DamageAddComponent,add=4;cardType=Attack;attachedOnly,AttachedDiscardOnPlayComponent,triggerID=2;cardType=None,,,,,D,D,D,D,,,,Rare,Helpful,,Implemented,UNHOLY,,0,10,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
93,Unholy Energy,Unholy Engy.,"Assist,Attack",Magic,Unholy,,,6,,3,,,,,,,"Attach to target. At the start of each round, target draws a card and then takes one Unholy damage for each non-Attack card in hand. Duration 3.",,<aia> gives <ata> *unholy energy*,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,AttachedDrawComponent,drawNumber=1,AttachedCardCountDamageComponent,triggerID=2;excludeCardType=Attack;damagePerCard=1;damageTypeToInflict=Unholy,,,,,B,B,B,B,,,,Rare,Helpful,,Implemented,UNHOLY,,0,15,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
94,Unholy Frenzy,,"Assist,Attack",Magic,Unholy,1,,6,,2,,,,,,,<u>Frenzy 2</u>. Duration 2.,"""Troops benefit from many different sorts of encouragement."" - The Bronze Prince",<aia> sends <ata> into a *frenzy!*,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,DamageAddComponent,attackType=Melee;add=2;attachedOnly,DamageAddComponent,"attackTypes=Magic,Projectile;add=1;attachedOnly",,,,,D,D,D,D,,,,Rare,Helpful,,Implemented,UNHOLY,,0,1,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
95,Demonic Power,Demon. Power,Assist,Magic,Unholy,,,3,,,,,,,,,Target draws 2 cards. You take 3 points of unpreventable Unholy damage.,"""Draw strength from the darkness, is the price not fair?"" -Obros Skullhome",<aia> infuses <ata> with *unholy power*,,,,,,,,,TargetActorComponent,,DrawComponent,drawNumber=2,DamageSelfComponent,damage=3;damageType=Unholy;unpreventable=true,,,,,,,A,A,A,A,,,,Uncommon,Helpful,,Implemented,UNHOLY,,0,6,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
96,Unholy Wellspring,Unholy Well,"Assist,Attack",Magic,Unholy,2,,5,,2,,,,,,,<u>Frenzy 4</u>.  Duration 2.,"If you can bear the pain, none will be able to stand in your way.",<aia> fills <ata> with *powerful unholy energy!*,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,DamageAddComponent,attackType=Melee;add=4;attachedOnly,DamageAddComponent,"attackTypes=Magic,Projectile;add=3;attachedOnly",,,,,A,B,A,B,,,,Uncommon,Helpful,,Implemented,UNHOLY,,0,5,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",done,,,,,,,,
97,Able Stab,,Attack,Melee,Piercing,4,,2,,,,,,,,,,The Kobolds of the Barren Wastes first used spears to hunt meat. Now they use them to kill animals too.,<aia> gouges <ata> with an *able stab*!,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,C,C,C,,,,Common,Harmful,,Implemented,STAB,,0,2,"Weapon,Divine Weapon,Martial Skill",Done,,,,,,,,
98,Acorn Barrage,,Attack,Magic,Crushing,3,,8,,,,,,,,,<u>Burst 1</u>.,"""Well, I guess this explains all the fat squirrels around here.""",<aia> launches a *barrage of hard acorns*!,,,,,,,,,BurstComponent,radius=1,DamageComponent,,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,,,0,,,Done,,,,,,,,
99,Acorn Bombardment,Acorn Bombs,Attack,Magic,Crushing,5,,8,,,,,,,,,<u>Burst 2</u>.,Oak Tree Bombardiers have no concept of conservation when it comes to the use of ammunition.,<aia> unleashes a *bombardment of deadly acorns*!,,,,,,,,,BurstComponent,radius=2,DamageComponent,,,,,,,,,,A,,,,,,,Common,Harmful,,Implemented,,,0,,,Done,,,,,,,,
100,Acorn Sling,,Attack,Magic,Crushing,7,,8,,,,,,,,,,The old man with the eye-patch explained that Oak Trees are capable of hurling a single acorn with painful accuracy.,<aia> flings a *pointy acorn* at <ata>'s head! ,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,,,0,,,Done,,,,,,,,
101,Almighty Bludgeon,Al. Bludgeon,Attack,Melee,Crushing,20,,1,,,,,,,,,,The Priests of Gorknor are said to be able to channel the very power of their furious deity into physical blows.,<aia> *almightily bludgeons* <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,AAA,AAA,AA,A,,,,Rare,Harmful,,Implemented,BLUDGEON,,0,1,Weapon,Done,,,,,,,,
102,Almighty Hack,,Attack,Melee,Slashing,20,,1,,,,,,,,,,"""The Blade hummed with otherworldly power and lit the chamber with its glow. We surrendered rather than face its wrath."" -Hireling's lament, verse 29",<aia> *almightily hacks* <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,AAA,AAA,AA,A,,,,Rare,Harmful,,Implemented,CHOP,,0,1,Weapon,Done,,,,,,,,
103,Anvil Strike,,Attack,Melee,Crushing,8,,1,,1,,,,,,,"<u>Stun</u>. Duration 1. When this card does damage, if the target is adjacent to blocking terrain, increase its damage by 5.",,<aia> delivers a *bone-shivering blow* to <ata>,,,,,,,,,AnvilStrikeComponent,extraDamage=5,AttachToTargetComponent,,StunComponent,,,,,,,,AA,AA,AA,B,,,,Uncommon,Harmful,,Implemented,BLUDGEON,,0,17,"Weapon,Divine Weapon",Done,,,,,,,,
104,Arcane Curse,,"Attack,Handicap",Magic,Unholy,3,,2,,,0,0,Handicap,,,,,,<aia> rids <aia_herselfhimself> of an *Arcane Curse*,"At the start of each round, discard your oldest card other than this. <u>Keep</u>.",,<tta> succumbs to an *Arcane Curse.*,,,,,,TargetedDamageComponent,,DiscardAtStartComponent,discardNumber=1,,,,,,,,,E,E,E,E,,,,Common,Harmful,,Implemented,UNHOLY,HANDICAP,0,1,"Arcane Item,Staff,Arcane Skill",Done,,,,,,,,
105,Arcing Spark,,Attack,Magic,Electrical,3,,8,,,,,,,,,Choose up to 3 different targets for this Attack. Each target must be within 3 squares of another. <u>Hard to Block 1</u>.,Ouch!... Ouch!... Ouch!,<aia> unleashes *arc lightning!*,,,,,,,,,NearbyTargetedDamageComponent,numberTargets=3;distance=3,ModifyBlockRollComponent,mod=-1,,,,,,,,,B,B,B,B,,,,Uncommon,Harmful,,Implemented,ELECTRICAL,,0,9,Staff,Done,,,,,,,,
106,Backbiting Strike,Backb. Strike,Attack,Melee,Slashing,4,,1,,,,,,,,,"When this card does damage, it also does 3 Slashing damage to you.","""I told you to do some stretches before we went into battle!""","<aia> *strikes* <ata>, but also damages <aia_herselfhimself>!",,,,,,,,,TargetedDamageComponent,,DamageSelfComponent,damage=3;damageType=Slashing,,,,,,,,,E,E,E,E,,,,Common,Harmful,,Implemented,,,0,5,"Weapon,Divine Weapon,Staff,Martial Skill",Done,,,,,,,,
107,Bad Luck,,Attack,Magic,Unholy,,,6,,2,,,,,,,"Attach to target. Whenever target rolls a die, subtract one from it, Duration 2.","""If I didn't have bad luck, I'd have no luck at all."" - Cardhuntrian minstrels' favorite.",<aia> brings *bad luck* upon <ata>.,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,AttachedModifyTriggerComponent,triggerPenalty=1,,,,,,,D,D,D,D,,,,Uncommon,Harmful,,Implemented,,,0,9,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
108,Barge,,Attack,Melee,Crushing,5,,1,,,,,,,,,<u>Push 2</u>.,"""When the way forward is uncertain, one cannot overstate the merits of a good hard push."" -Haethel of the Deepening Spiral",<aia> *barrels* into <ata>,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=2,,,,,,,dontProvokeTurn,,B,B,B,B,,,,Rare,Harmful;Push,,Implemented,BLUDGEON,,0,1,"Weapon,Divine Weapon,Boots,Divine Armor,Heavy Armor,Helmet,Shield,Staff,Martial Skill",Done,,,,,,,,
109,Battleaxe Chop,B.Axe Chop,Attack,Melee,Slashing,8,,1,,,,,,,,,"Choose up to 2 different targets for this Attack. When this card is in hand, you may not Block.","Dwarves consider being called an ""old battle axe"" a compliment.",<aia> *swings a battleaxe* at <ata>!,,,,,,,,,TargetedDamageComponent,numberTargets=2;uniqueTargets=true,ModifyBlockInHandComponent,,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,CHOP,,0,,,Done,,,,,,,,
110,Bite,,Attack,Melee,Slashing,4,,1,,,,,,,,,,"""If it doth lick, it doth bite."" -Ranjyn the Hunter",<aia> *nips* at <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,D,,,,,,,Common,Harmful,,Implemented,BITE,,0,,,Done,,,,,,,,
111,Blizzard,,Attack,Magic,Cold,4,,8,,4,,,,,,,"<u>Burst 1</u>. Affected squares become Frozen Terrain (<u>Stop</u>. At the start of each round, occupant takes 4 damage and attach <u>Encumber 2</u>). Duration 4.",,<aia> unleashes a *blizzard*,,,,,,,,,TargetSquareComponent,,BurstComponent,radius=1,AttachToSquareComponent,entryCost=-1,AttachedDamageOccupantComponent,damage=4;damageType=Cold,,,terrainOnly,,AAA,AAA,AAA,AAA,,,,Uncommon,Harmful,IceTerrain,,ICE_TERRAIN,,0,28,"Staff,Arcane Skill",Done,,,,,,,,
