16,,,,,,,,,,,,,,,,,,,,,,,,,
Id,Equipment Name,Short Name,Rarity,Level,Introductory Level,Total Value,Talent 1,Talent 2,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Slot,Slot Default,Image,Tags,Set,Manual Rarity,Manual Value
428,Warrior's Axe,,Rare,16,6,32,2,1,Strong Chop,Chop,Chop,Chop,Sundering Strike,Sundering Strike,,,,,Weapon,,Weapon Exquisite Axe 2,,0,,
429,Blazing Shortsword,,Epic,6,5,13,0,0,Fiery Stab,Fiery Stab,Fiery Stab,Stab,Clumsy Chop,Combustible,,,,,Weapon,,Weapon Sword Of The Mob 2,,0,,
431,Thornhill Sword,,Rare,12,1,24,1,1,Obliterating Chop,Skillful Strike,Chop,Chop,Clumsy Chop,Weak Chop,,,,,Weapon,,Weapon Katana 3,,0,,
444,Club of Devastation,,Rare,9,8,18,1,1,Devastating Blow,Devastating Blow,Devastating Blow,Devastating Blow,Vulnerable,Vulnerable,,,,,Weapon,,Weapon Diamond Club 3,,0,,
448,Flametouched Spear,,Rare,13,6,27,2,1,Penetrating Stab,Fiery Stab,Fiery Stab,Strong Stab,Boiling Armor,Combustible,,,,,Weapon,,Weapon-Flametouched-Spear,,0,,
450,Simple Axe,,Uncommon,14,5,28,2,1,Strong Chop,Strong Chop,Chop,Chop,Chop,Chop,,,,,Weapon,,Weapon Mattock,,0,,
453,Charged Opal,,Common,10,5,10,1,-1,Hot Spot,Hot Spot,Acid Blast,,,,,,,,Arcane Item,,Arcane Items Jewel_1,,0,,
457,Magma Scepter,,Epic,10,7,10,1,-1,Volcano,Firestorm,Burning Fingers,,,,,,,,Arcane Item,,Arcane Items Sceptre 4,,0,,
458,Caustic Wand,,Uncommon,16,5,16,1,-1,Acid Spray,Acid Spray,Acid Blast,,,,,,,,Arcane Item,,Arcane Items Unstable Wand 2,,0,,
466,Aureate Mace,,Common,17,8,34,2,1,Devastating Blow,Devastating Blow,Bash,Bash,Inspiration,Inspiration,,,,,Divine Weapon,,Divine Mace 5,,0,,
467,Staff of Freezing Fire,,Epic,13,15,27,2,1,Ember Burst,Ember Burst,Frost Jolt,Frost Jolt,Cone of Cold,Brain Burn,,,,,Staff,,Staff Metal 4,,0,,
468,Rowan Magestaff,,Common,19,7,39,2,2,Surging Bolt,Surging Bolt,Reflexive Teleport,Reflexive Teleport,Penetrating Bolt,Bash,,,,,Staff,,Staff Simple 2,,0,,
471,Onyx Healing Token,,Common,18,2,18,2,-1,Healing Blessing,Heal,Heal,,,,,,,,Divine Item,,Divine Item Token 1,,0,,
472,Martyr's Medallion,,Uncommon,12,17,12,1,-1,Martyr Blessing,Martyr Blessing,Demonic Feedback,,,,,,,,Divine Item,,Divine Item Medallion 2,,0,,
473,Wex's Mail,,Epic,7,3,7,0,-1,Crafted Mail,Shimmering Aura,Shimmering Aura,,,,,,,,Heavy Armor,,Heavy Armor Scale 3,,0,,
476,Robe of Auras,,Uncommon,18,17,18,2,-1,Arcane Aura,Flight Aura,Rushing Aura,,,,,,,,Robes,,robes noble 4,,0,,
477,Robe of Opposition,,Uncommon,12,11,12,1,-1,Forgetfulness,Forgetfulness,Cloth Armor,,,,,,,,Robes,,robes pointy collar 4,,0,,
484,Inspiring Chain Shirt,,Common,18,6,18,2,-1,Crafted Mail,Inspiration,Heal,,,,,,,,Divine Armor,,Divine Armor Chainmail 1,,0,,
485,Axamander's Ringmail,,Epic,12,12,12,1,-1,Arrogant Armor,Arrogant Armor,Misguided Heal,,,,,,,,Divine Armor,,Divine Armor Ringmail 1,,0,,
486,Incense of Roiled Air,,Rare,16,6,16,1,-1,Mass Frenzy,Inspiration,Inspiration,,,,,,,,Divine Item,,Divine Item Incense 5,,0,,
489,Healer's Spear,,Uncommon,15,13,30,2,1,Strong Stab,Tricky Stab,Tricky Stab,Healing Blessing,Boosted Heal,Heal,,,,,Divine Weapon,,Divine spear 2,,0,,
490,Madman's Maul,,Epic,12,5,24,1,1,Raging Strike,Raging Strike,Controlled Overswing,Controlled Overswing,Mass Frenzy,Mass Frenzy,,,,,Divine Weapon,,Divine maul 4,,0,,
491,Ancient Runed Breastplate,,Common,17,17,17,1,-1,Inspiring Armor,Crafted Mail,Rusty Armor,,,,,,,,Heavy Armor,,Heavy Armor Runed Plate,,0,,
492,Tough Hide Shirt,,Uncommon,9,1,9,1,-1,Thick Hide Armor,Thick Hide Armor,Thick Hide Armor,,,,,,,,Heavy Armor,,HardHide1,,0,,
496,Stinging Staff,,Common,9,5,18,1,1,Devastating Spark,Short Spark,Long Spark,Long Spark,Able Bash,Bash,,,,,Staff,,Staff Runed 1,,0,,
497,Staff of the Inferno,,Epic,3,15,6,0,0,Ember Burst,Ember Burst,Firestorm,Firestorm,Combustible,Combustible,,,,,Staff,,Staff Magician 1,,0,,
499,White Katana,,Epic,14,6,28,2,1,Dancing Cut,Dancing Cut,Sundering Strike,Sundering Strike,Sundering Strike,Ouch!,,,,,Weapon,,Weapon Katana 2,,0,,
501,Massive Club,,Common,15,17,30,2,1,Anvil Strike,Devastating Blow,Bash,Bash,Simple Bash,Large Weapon,,,,,Weapon,,Weapon Club 2,,0,,
502,Vampire's Blade,,Rare,2,6,5,0,0,Invigorating Touch,Invigorating Touch,Consuming Spear,Draining Touch,Loner,Loner,,,,,Divine Weapon,,Weapon Skulkers sword 2,,0,,
506,Balanced Rapier,,Uncommon,13,13,27,2,1,Penetrating Stab,Skillful Strike,Skillful Strike,Tricky Stab,Tricky Stab,Lunging Hack,,,,,Weapon,,Weapon-Balanced-Rapier-2,,0,,
512,Assegai,,Uncommon,13,5,26,1,1,Impaling Stab,Impaling Stab,Vicious Thrust,Vicious Thrust,Fumble,Large Weapon,,,,,Weapon,,Weapon-Assegai,,0,,
513,Pickled Herring,,Common,1,,5,,,,,,,,,,,,,Treasure,,Barrel,,0,,
514,Rhinestone Trinket,,Uncommon,1,,5,,,,,,,,,,,,,Treasure,,TrinketJade,,0,,
515,Adventurine Shards,,Rare,1,,5,,,,,,,,,,,,,Treasure,,Adventurine1,,0,,
516,Slim Gold Ingots,,Uncommon,9,,5,,,,,,,,,,,,,Treasure,,BarGold,,0,,
517,Snobbit Pipe,,Legendary,1,,5,,,,,,,,,,,,,Treasure,,SnobbitPipe,,0,,
518,Amber Fragments,,Common,5,,5,,,,,,,,,,,,,Treasure,,Amber1,,0,,
519,Silver Ingots,,Common,5,,5,,,,,,,,,,,,,Treasure,,Bars-Silver,,0,,
520,Emerald Shards,,Rare,5,,5,,,,,,,,,,,,,Treasure,,Emerald1,,0,,
522,Fine Brass Toupee,,Legendary,5,,5,,,,,,,,,,,,,Treasure,,AncientToupee,,0,,
523,Topaz Gem,,Common,9,,5,,,,,,,,,,,,,Treasure,,Topaz2,,0,,
524,Diamond Shards,,Uncommon,9,,5,,,,,,,,,,,,,Treasure,,Diamond1,,0,,
525,Ruby Shards,,Rare,5,,5,,,,,,,,,,,,,Treasure,,Ruby1,,0,,
527,Tarnished Crown,,Legendary,9,,5,,,,,,,,,,,,,Treasure,,Tarnished-Crown,,0,,
528,Dwarven Ale,,Common,9,,5,,,,,,,,,,,,,Treasure,,DawrvenAle,,0,,
529,Adventurine Gem,,Common,13,,5,,,,,,,,,,,,,Treasure,,Adventurine2,,0,,
530,Silvery Chalice,,Epic,5,,5,,,,,,,,,,,,,Treasure,,Chalice-1-Silver,,0,,
531,Pure Silver Comb,,Epic,5,,5,,,,,,,,,,,,,Treasure,,CombSilver,,0,,
532,Troll Cigars,,Legendary,13,,5,,,,,,,,,,,,,Treasure,,TrollCigars,,0,,
533,Blunt Sword,,Uncommon,1,1,0,0,0,Bludgeon,Bludgeon,Simple Strike,Simple Strike,Simple Strike,Simple Strike,,,,,Weapon,,CrummySword,,0,,
534,Woodsman's Axe,,Common,1,1,2,0,0,Chop,Chop,Weak Chop,Weak Chop,Weak Strike,Weak Strike,,,,,Weapon,,CursedAxe,,0,,
535,Side of Bacon,,Common,2,,5,,,,,,,,,,,,,Treasure,,Treasure-Bacon,,0,,
536,Crude Healing Charm,,Uncommon,1,1,0,0,-1,Minor Heal,Minor Heal,Minor Heal,,,,,,,,Divine Item,,Divine Item Crude Healing Charm,,0,,
537,Perforating Wand,,Common,1,1,0,0,-1,Penetrating Zap,Penetrating Zap,Zap,,,,,,,,Arcane Item,,Arcane Items Wand A 4,,0,,
538,Plain Dagger,,Common,1,1,3,0,0,Penetrating Cut,Penetrating Cut,Penetrating Cut,Simple Strike,Simple Strike,Simple Strike,,,,,Weapon,,Weapon Plain Dagger,,0,,
540,Bulky Club,,Uncommon,1,1,0,0,0,Bludgeon,Bludgeon,Bludgeon,Bludgeon,Simple Strike,Simple Strike,,,,,Weapon,,Weapon-Cudgel,,0,,
541,Hatchet,,Common,1,1,1,0,0,Chop,Weak Chop,Weak Chop,Simple Strike,Simple Strike,Weak Strike,,,,,Weapon,,Weapon Hatchet,,0,,
542,Chipped Dagger,,Uncommon,3,1,6,0,0,Weak Block,Penetrating Cut,Penetrating Cut,Penetrating Cut,Penetrating Cut,Simple Strike,,,,,Weapon,,Weapon Chipped Dagger,,0,,
543,Cleaver,,Common,4,1,8,0,0,Chop,Chop,Simple Strike,Simple Strike,Weak Chop,Weak Chop,,,,,Weapon,,Weapon Cleaver,,0,,
544,Shiny Blade,,Uncommon,2,3,5,0,0,Shifty Stab,Shifty Stab,Penetrating Cut,Stab,Stab,Stab,,,,,Weapon,,Blade1,,0,,
546,Stiletto,,Uncommon,5,3,10,0,0,Lunging Thrust,Lunging Thrust,Penetrating Cut,Penetrating Cut,Penetrating Cut,Penetrating Cut,,,,,Weapon,,Weapon Stilletto,,0,,
547,Rickety Polearm,,Uncommon,6,3,12,0,0,Weak Block,Reaching Swing,Reaching Swing,Penetrating Cut,Lunging Hack,Simple Strike,,,,,Weapon,,Weapon Rickety Polearm,,0,,
548,Old Adze,,Common,6,5,12,0,0,Lunging Thrust,Chop,Chop,Reaching Swing,Simple Strike,Backbiting Strike,,,,,Weapon,,Weapon Old Adze,,0,,
549,Black Boots,,Rare,2,1,2,0,-1,Walk,Wild Run,Rusty Armor,,,,,,,,Boots,,Boots Black,,0,,
551,Leather Boots,,Common,1,1,0,0,-1,Walk,Shuffle,Weakened Armor,,,,,,,,Boots,,Boots Leather,,0,,
552,Thin-soled Boots,,Common,3,1,3,0,-1,Run,Walk,Shuffle,,,,,,,,Boots,,Boots Thin Soled,,0,,
553,Cloth Boots,,Common,2,1,2,0,-1,Run,Shuffle,Cloth Armor,,,,,,,,Boots,,Boots Cloth,noLoot,0,,
554,Moldy Cloth Boots,,Common,3,1,3,0,-1,Run,Weakened Armor,Cloth Armor,,,,,,,,Boots,,Boots Leather 5,noLoot,0,,
555,Hidebound Boots,,Common,2,1,2,0,-1,Walk,Walk,Reliable Hide Armor,,,,,,,,Boots,,Boots Fur 2,,0,,
556,Patchwork Boots,,Common,5,1,5,0,-1,Run,Walk,Walk,,,,,,,,Boots,,Boots Fur 1,,0,,
557,Disintegrating Boots,,Common,4,1,4,0,-1,Dash,Rusty Armor,Rusty Armor,,,,,,,,Boots,,Boots Disintegrating ,,0,,
560,Green Wand,,Uncommon,1,2,1,0,-1,Fire Spray,Fire Spray,Force Bolt,,,,,,,,Arcane Item,,Arcane Items Wand C 2,,0,,
565,Arcane Crown,,Uncommon,1,1,-3,0,-1,Force Bolt,Force Bolt,Force Bolt,,,,,,,,Arcane Item,,ArcaneCrown1,,0,,
567,Pewter Pendant,,Common,1,3,-1,0,-1,Ember Spray,Ember Spray,Maze,,,,,,,,Arcane Item,,Arcane Items Pewter Amulet,,0,,
569,Battered Shield,,Common,2,1,2,0,-1,Weak Block,Flimsy Block,Unreliable Block,,,,,,,,Shield,,Shield Battered,,0,,
571,Dull Buckler,,Common,2,3,2,0,-1,Missile Block,Flimsy Block,Flimsy Block,,,,,,,,Shield,,Shield Dull Buckler,,0,,
572,Heavy Wooden Shield,,Common,6,6,6,0,-1,Parry,Simple Bash,Flimsy Block,,,,,,,,Shield,,Shield Spiked wooden,,0,,
573,Chipped Shield,,Common,2,1,2,0,-1,Weak Block,Unreliable Block,Unreliable Block,,,,,,,,Shield,,Shield Chipped,,0,,
575,Sparking Staff,,Uncommon,2,1,4,0,0,Short Spark,Short Spark,Spark,Spark,Spark,Spark,,,,,Staff,,Staff Metal 6,,0,,
576,White Oak Staff,,Common,3,1,7,0,0,Sorcerous Blast,Zap,Little Zap,Little Zap,Simple Bash,Bludgeon,,,,,Staff,,Staff White Oak,,0,,
577,Violet Staff,,Common,2,1,4,0,0,Short Spark,Penetrating Zap,Penetrating Zap,Zap,Little Zap,Simple Bash,,,,,Staff,,Staff Violet,,0,,
578,Balsa Boltstaff,,Rare,5,1,10,0,0,Sorcerous Bolt,Sorcerous Bolt,Long Spark,Long Spark,Long Spark,Long Spark,,,,,Staff,,Staff Simple 4,,0,,
580,Chain Scraps,,Common,4,1,4,0,-1,Hardy Mail,Mail,Rusty Armor,,,,,,,,Heavy Armor,,Heavy Armor Chain Scraps,,0,,
581,Thin Leather Shirt,,Uncommon,3,1,3,0,-1,Hardy Mail,Weakened Armor,Weakened Armor,,,,,,,,Heavy Armor,,Heavy Armor Thin Leather Shirt,,0,,
582,Old Padded Mail,,Uncommon,5,1,5,0,-1,Hardy Mail,Mail,Mail,,,,,,,,Heavy Armor,,Heavy Armor Leather 6,,0,,
585,Weathered Mace,,Common,1,1,3,0,0,Simple Bash,Bludgeon,Bludgeon,Simple Strike,Minor Heal,Righteous Frenzy,,,,,Divine Weapon,,Divine Mace 4,,0,,
586,Novice's Hatchet,,Common,2,1,4,0,0,Chop,Simple Strike,Simple Strike,Simple Strike,Minor Heal,Surestrike Blessing,,,,,Divine Weapon,,Divine Novices Hatchet,,0,,
587,Clumsy Black Mace,,Rare,2,2,4,0,0,Controlled Overswing,Bludgeon,Simple Strike,Simple Strike,Righteous Frenzy,Righteous Frenzy,,,,,Divine Weapon,,Divine Clumsy Black Mace,,0,,
588,Blessed Branch,,Rare,2,2,4,0,0,Controlled Overswing,Bludgeon,Bludgeon,Minor Heal,Minor Heal,Unreliable Block,,,,,Divine Weapon,,Divine Blessed Branch,,0,,
589,Copper Mace,,Common,3,1,6,0,0,Simple Bash,Simple Bash,Bludgeon,Bludgeon,Righteous Frenzy,Righteous Frenzy,,,,,Divine Weapon,,Divine Copper Mace,,0,,
590,Neophyte's Cleaver,,Common,4,1,8,0,0,Chop,Chop,Simple Strike,Simple Strike,Surestrike Blessing,Surestrike Blessing,,,,,Divine Weapon,,Divine Neophyptes cleaver,,0,,
592,Mace of the Angry Novice,,Rare,4,2,8,0,0,Controlled Overswing,Controlled Overswing,Bludgeon,Bludgeon,Minor Heal,Minor Heal,,,,,Divine Weapon,,Divine Mace Angry Novice,,0,,
593,Martyr's Pick,,Rare,6,3,12,0,0,Controlled Overswing,Controlled Overswing,Reaching Swing,Simple Strike,Curse of Fragility,Curse of Fragility,,,,,Divine Weapon,,Divine Martyrs Pick,,0,,
595,Malign Mace,,Rare,4,7,9,0,0,Powerful Bludgeon,Strong Bludgeon,Bludgeon,Simple Strike,Righteous Frenzy,Demonic Feedback,,,,,Divine Weapon,,Divine Malign Mace,,0,,
596,Vigun's Blessed Blade,,Epic,4,2,9,0,0,Strong Hack,Strong Hack,Strong Hack,Stab,Surestrike Blessing,Surestrike Blessing,,,,,Divine Weapon,,Divine blade 9,,0,,
599,Poor Man's Mail,,Uncommon,2,3,2,0,-1,Mail,Mail,Curse of Fragility,,,,,,,,Divine Armor,,Divine Armor Poor Mans Mail,,0,,
603,Wooden Token,,Common,1,1,0,0,-1,Righteous Frenzy,Righteous Frenzy,Minor Heal,,,,,,,,Divine Item,,Divine Item Wooden Token,,0,,
604,Hopeful Charm,,Common,1,1,0,0,-1,Minor Heal,Misguided Heal,Surestrike Blessing,,,,,,,,Divine Item,,Divine Item Hopeful Charm,,0,,
605,Broken Charm,,Uncommon,1,1,0,0,-1,Misguided Heal,Misguided Heal,Minor Heal,,,,,,,,Divine Item,,Divine Item Broken Charm,,0,,
606,Soothing Relic,,Common,3,1,3,0,-1,Healing Pulse,Minor Heal,Minor Heal,,,,,,,,Divine Item,,Divine Item Soothing Relic,,0,,
607,Flawed Relic,,Common,7,6,7,0,-1,Avenging Touch,Healing Pulse,Surestrike Blessing,,,,,,,,Divine Item,,Divine Item Flawed Relic,,0,,
608,Medallion of St. Beldar,,Common,3,7,3,0,-1,Entangling Roots,Righteous Frenzy,Misguided Heal,,,,,,,,Divine Item,,Divine Item Medallion St Beldar,,0,,
609,Improvised Halberd,,Rare,1,2,1,0,0,Stab,Stab,Stab,Stab,Penetrating Cut,Simple Strike,,,,,Weapon,,Weapon Crude Polearm 2,,0,,
610,Heirloom Assegai,,Common,4,2,9,0,0,Strong Stab,Stab,Stab,Penetrating Cut,Penetrating Cut,Penetrating Cut,,,,,Weapon,,Weapon Assegai 2,,0,,
611,Light Spear,,Rare,2,3,4,0,0,Shifty Stab,Shifty Stab,Stab,Stab,Stab,Stab,,,,,Weapon,,Weapon Ash Spear 2,,0,,
613,Copper Amulet,,Rare,3,3,3,0,-1,Maze,Maze,Maze,,,,,,,,Arcane Item,,Arcane Items Amulet 4,,0,,
615,Combusting Wand,,Common,1,2,-1,0,-1,Ember Spray,Ember Spray,Fire Spray,,,,,,,,Arcane Item,,Arcane Items Wand S 3,,0,,
620,Perplexing Mirror,,Common,1,1,-2,0,-1,Force Bolt,Force Bolt,Zap,,,,,,,,Arcane Item,,Arcane Items Mirror 1,,0,,
621,Zapping Headband,,Common,1,1,1,0,-1,Big Zap,Penetrating Zap,Penetrating Zap,,,,,,,,Arcane Item,,Arcane Items Headband 4,,0,,
622,Red Lacquer Box,,Uncommon,1,3,1,0,-1,Maze,Maze,Force Bolt,,,,,,,,Arcane Item,,Arcane Items box 1,,0,,
625,Shoddy Healing Token,,Rare,1,1,0,0,-1,Misguided Heal,Misguided Heal,Misguided Heal,,,,,,,,Divine Item,,Divine Item Token 2,,0,,
626,Berserker's Bones,,Uncommon,1,1,0,0,-1,Righteous Frenzy,Righteous Frenzy,Righteous Frenzy,,,,,,,,Divine Item,,Divine Item Relic 4,,0,,
627,Green Lotus Root,,Rare,1,3,0,0,-1,Curse of Fragility,Curse of Fragility,Curse of Fragility,,,,,,,,Divine Item,,Divine Item Green Root,,0,,
628,Small Healing Orb,,Uncommon,6,1,6,0,-1,Healing Pulse,Healing Pulse,Minor Heal,,,,,,,,Divine Item,,Divine Item Small Orb,,0,,
629,Fragile Juju,,Uncommon,1,3,0,0,-1,Curse of Fragility,Curse of Fragility,Surestrike Blessing,,,,,,,,Divine Item,,Divine Item Juju 1,,0,,
630,Tarnished Goblin Skull,,Uncommon,1,3,0,0,-1,Righteous Frenzy,Curse of Fragility,Misguided Heal,,,,,,,,Divine Item,,Divine Item Goblin Skull 1,,0,,
631,Sure Healing Orb,,Common,3,1,3,0,-1,Healing Pulse,Surestrike Blessing,Surestrike Blessing,,,,,,,,Divine Item,,Divine Item Healing Orb,,0,,
632,St. Trobor's Maul,,Common,6,1,12,0,0,Bludgeon,Simple Bash,Simple Bash,Healing Pulse,Healing Pulse,Minor Heal,,,,,Divine Weapon,,Divine maul 5,,0,,
633,Holy Stone Maul,,Rare,2,3,4,0,0,Controlled Overswing,Simple Strike,Simple Strike,Surestrike Blessing,Surestrike Blessing,Curse of Fragility,,,,,Divine Weapon,,Divine maul 3,,0,,
634,Long Axe of Repentance,,Uncommon,4,3,8,0,0,Reaching Swing,Reaching Swing,Simple Strike,Misguided Heal,Misguided Heal,Curse of Fragility,,,,,Divine Weapon,,Divine Axe 2,,0,,
635,Trog Skin Jacket,,Uncommon,1,1,0,0,-1,Reliable Hide Armor,Reliable Hide Armor,Reliable Hide Armor,,,,,,,,Heavy Armor,,Heavy Armor Leather 7,,0,,
636,Reinforced Hide Armor,,Common,3,1,3,0,-1,Hardy Mail,Reliable Hide Armor,Reliable Hide Armor,,,,,,,,Heavy Armor,,Heavy Armor Leather 9,,0,,
637,Reliable Scale Mail,,Uncommon,9,1,9,1,-1,Hardy Mail,Hardy Mail,Hardy Mail,,,,,,,,Heavy Armor,,Heavy Armor Scale 1,,0,,
638,Reinforced Mail,,Uncommon,9,1,9,1,-1,Thickened Mail,Thickened Mail,Thickened Mail,,,,,,,,Heavy Armor,,Heavy Armor Scale 8,,0,,
639,Vladimir's Battlestaff,,Uncommon,3,2,6,0,0,Simple Bash,Bludgeon,Bludgeon,Fire Spray,Fire Spray,Fire Spray,,,,,Staff,,Staff Battle 5,,0,,
640,Hedge Wizard's Staff,,Common,1,2,0,0,0,Simple Strike,Simple Strike,Simple Bash,Ember Spray,Ember Spray,Ember Spray,,,,,Staff,,Staff Simple 4,,0,,
641,Turquoise Staff,,Common,4,3,8,0,0,Force Bolt,Force Bolt,Maze,Simple Bash,Simple Bash,Simple Bash,,,,,Staff,,Staff Magician 5,,0,,
643,Off-balance Boots,,Rare,7,1,7,0,-1,Run,Run,Wild Run,,,,,,,,Boots,,OffBalanceBoots,,0,,
648,Tough Fencer's Boots,,Common,2,3,2,0,-1,Lunging Hack,Rusty Armor,Walk,,,,,,,,Boots,,ToughFencersBoots,,0,,
649,Cheap Fencer's Boots,,Uncommon,3,3,3,0,-1,Lunging Hack,Lunging Hack,Walk,,,,,,,,Boots,,CheapFencersBoots,,0,,
650,Crafted Boots,,Uncommon,9,1,9,1,-1,Run,Run,Run,,,,,,,,Boots,,CraftedBoots,,0,,
651,Adept's Healing Mail,,Uncommon,2,1,2,0,-1,Mail,Mail,Minor Heal,,,,,,,,Divine Armor,,AdeptsHealingMail,,0,,
652,Holy Nimbus,,Common,6,1,6,0,-1,Hardy Mail,Healing Pulse,Righteous Frenzy,,,,,,,,Divine Armor,,Nimbus Gold,,0,,
653,Mageslayer Mail,,Epic,4,7,4,0,-1,Entangling Roots,Shimmering Aura,Wild Run,,,,,,,,Divine Armor,,MageslayerMail,,0,,
655,Shoddy Penitent's Mail,,Uncommon,1,1,0,0,-1,Weakened Armor,Righteous Frenzy,Misguided Heal,,,,,,,,Divine Armor,,PenitentsMailShoddy,,0,,
657,Assuaging Mace,,Common,7,1,15,1,0,Simple Bash,Simple Bash,Simple Bash,Heal,Minor Heal,Minor Heal,,,,,Divine Weapon,,AssuagingMace,,0,,
658,True Strike Spear,,Rare,6,13,12,0,0,Tricky Stab,Tricky Stab,Tricky Stab,Tricky Stab,Bad Luck,Bad Luck,,,,,Divine Weapon,,Divine spear 4,,0,,
659,Big Stick,,Rare,10,7,21,1,1,Powerful Bludgeon,Strong Bludgeon,Bash,Simple Bash,Minor Heal,Entangling Roots,,,,,Divine Weapon,,BigStick,,0,,
660,Heavy Mace,,Epic,7,6,14,1,0,Strong Bludgeon,Strong Bludgeon,Strong Bludgeon,Bludgeon,Inspiration,Righteous Frenzy,,,,,Divine Weapon,,HeavyMace,,0,,
661,St. Xarol's Axe,,Rare,7,6,15,1,0,Strong Chop,Chop,Chop,Clumsy Chop,Unholy Frenzy,Blind Rage,,,,,Divine Weapon,,Divine Axe 5,,0,,
662,Long Axe of Retribution,,Uncommon,6,3,12,0,0,Reaching Swing,Reaching Swing,Reaching Swing,Righteous Frenzy,Righteous Frenzy,Minor Heal,,,,,Divine Weapon,,Divine Axe 3,,0,,
663,Recoiling Mace,,Common,9,6,18,1,1,Bash,Bash,Simple Bash,Parry,Minor Heal,Minor Heal,,,,,Divine Weapon,,RecoilingMace,,0,,
664,Repelling Mace,,Uncommon,7,7,15,1,0,Simple Bash,Simple Bash,Simple Bash,Simple Bash,Entangling Roots,Minor Heal,,,,,Divine Weapon,,RepellingMace,,0,,
665,Club of Wrath,,Epic,4,2,8,0,0,Controlled Overswing,Controlled Overswing,Bludgeon,Bludgeon,Unholy Frenzy,Unholy Frenzy,,,,,Divine Weapon,,ClubOfWrath,,0,,
666,Cudgel of Wrath,,Legendary,6,6,12,0,0,Controlled Overswing,Controlled Overswing,Controlled Overswing,Unholy Frenzy,Unholy Frenzy,Blind Rage,,,,,Divine Weapon,,Cudgel-Wrath,,0,,
667,Initiate's Glaive,,Uncommon,7,3,14,1,0,Strong Stab,Reaching Swing,Reaching Swing,Curse of Fragility,Curse of Fragility,Curse of Fragility,,,,,Divine Weapon,,InitiatesGlaive,,0,,
668,Spiked Breastplate,,Uncommon,6,5,6,0,-1,Spiked Mail,Weakened Armor,Weakened Armor,,,,,,,,Heavy Armor,,SpikedBreastplate,,0,,
669,Spiked Mail,,Uncommon,7,5,7,0,-1,Spiked Mail,Mail,Weakened Armor,,,,,,,,Heavy Armor,,SpikedMail,,0,,
670,Cruel Spiked Mail,,Uncommon,9,5,9,1,-1,Spiked Mail,Spiked Mail,Trip,,,,,,,,Heavy Armor,,CruelSpikedArmor,,0,,
676,Defensive Helm,,Common,3,5,3,0,-1,Hardy Mail,Hardy Mail,Wimpy,,,,,,,,Helmet,,Helmet Bucket 3,,0,,
677,Crown of Thorns,,Uncommon,9,5,9,1,-1,Spiked Mail,Spiked Mail,Ouch!,,,,,,,,Helmet,,Helmet Leather 2,,0,,
678,Wimp's Helm,,Uncommon,4,6,4,0,-1,Quick Reactions,Mail,Wimpy,,,,,,,,Helmet,,Helmet Bucket 18,,0,,
679,Shimmering Hood,,Epic,3,9,3,0,-1,Quickness Aura,Shimmering Aura,Shimmering Aura,,,,,,,,Helmet,,Helmet Mail 1,,0,,
681,Dueler's Buckler,,Common,6,6,6,0,-1,Block,Parry,Unreliable Block,,,,,,,,Shield,,DuelersBuckler,,0,,
682,Cover Shield,,Uncommon,4,3,4,0,-1,Missile Block,Missile Block,Flimsy Block,,,,,,,,Shield,,Shield Basic 4,,0,,
683,Blazing Stone,,Rare,3,2,3,0,-1,Fire Spray,Fire Spray,Fire Spray,,,,,,,,Arcane Item,,BlazingStone,,0,,
685,Penetrating Chain,,Uncommon,1,1,0,0,-1,Penetrating Zap,Penetrating Zap,Penetrating Zap,,,,,,,,Arcane Item,,ChainHotSpark,,0,,
686,Fogging Ring,,Common,6,3,6,0,-1,Memory Loss,Maze,Force Bolt,,,,,,,,Arcane Item,,FoggingRing,,0,,
687,White Orb,,Uncommon,3,2,3,0,-1,Big Zap,Big Zap,Fire Spray,,,,,,,,Arcane Item,,WhiteOrb,,0,,
690,Stone of Burning Dreams,,Common,6,2,6,0,-1,Memory Loss,Fire Spray,Ember Spray,,,,,,,,Arcane Item,,StoneBurningDreams,,0,,
692,Stone of Searing Memories,,Uncommon,8,2,8,0,-1,Memory Loss,Fire Spray,Fire Spray,,,,,,,,Arcane Item,,StoneSearingMemory,,0,,
693,Stone of the Blank Mind,,Common,9,1,9,1,-1,Memory Loss,Memory Loss,Arcane Curse,,,,,,,,Arcane Item,,StoneBlank,,0,,
694,Obscure Stone,,Common,4,1,4,0,-1,Memory Loss,Force Bolt,Force Bolt,,,,,,,,Arcane Item,,ObscureStone,,0,,
695,Jade Labyrinth,,Uncommon,8,3,8,0,-1,Memory Loss,Maze,Maze,,,,,,,,Arcane Item,,JadeLabyrinth,,0,,
696,Healing Relic,,Rare,9,1,9,1,-1,Healing Pulse,Healing Pulse,Healing Pulse,,,,,,,,Divine Item,,HealingRelic,,0,,
698,Orla's Tear,,Common,10,6,10,1,-1,Inspiration,Inspiration,Minor Heal,,,,,,,,Divine Item,,OrlasTear,,0,,
699,Demon's Tooth,,Uncommon,1,3,0,0,-1,Draining Touch,Draining Touch,Righteous Frenzy,,,,,,,,Divine Item,,ToothDemon,,0,,
700,Righteous Tome,,Common,5,6,5,0,-1,Inspiration,Righteous Frenzy,Righteous Frenzy,,,,,,,,Divine Item,,RighteousTome,,0,,
